project_name,question,correctness,groundedness,status,latency,reference_answer,model_answer,docs_count,top_video_titles,probable_cause,notes
wwii-rag-faiss-a188ed35,¿Cuánto avanzaron las tropas alemanas en territorio ruso durante la ofensiva?,0.0,1.0,success,9.113325,,"Durante la ofensiva, las tropas alemanas avanzaron casi 320 kilómetros en territorio ruso en los primeros días, y al final del primer día, sus tanques habían recorrido más de 65 kilómetros. Sin embargo, durante un ata...",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Cuál es la intención de Hitler en relación a Polonia?,0.5,1.0,success,9.970313,,"La intención de Hitler en relación a Polonia era principalmente la expansión territorial y la retribución por las pérdidas sufridas por Alemania tras la Primera Guerra Mundial, específicamente por los territorios que ...",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Cuál era el objetivo de la ofensiva aliada respecto a la línea Maginot en Bélgica?,0.5,1.0,success,9.331215,,El objetivo de la ofensiva aliada respecto a la línea Maginot en Bélgica era dividir el frente aliado. Esto formaba parte de un plan que no consideraba correctamente la invulnerabilidad de la línea Maginot y se basaba...,0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Qué era necesario para salvar a los soldados aliados de ser rodeados y aniquilados?,0.5,1.0,success,8.199838,,"Era necesario un milagro para salvar a los soldados aliados de ser rodeados y aniquilados por el fuego concentrado de los tanques, armamento pesado y bombardeos alemanes. Además, se necesitaba un esfuerzo desesperado ...",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Qué están haciendo los alemanes en el resto de Italia durante los ataques?,0.5,1.0,success,8.250535,,"Durante los ataques en Salerno, los alemanes se apresuran a arrebatar el control de Italia a los italianos. Aprovechan la situación para consolidar su dominio en el norte de Italia y se preparan para una retirada orde...",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Qué factor se mencionó como la culpa de la derrota de Alemania antes del invierno ruso?,0.5,1.0,success,9.088999,,"El factor mencionado como la culpa de la derrota de Alemania antes del invierno ruso fue la confianza excesiva de Hitler y su alto mando en una victoria rápida, lo que resultó en que solo solicitaran ropa de invierno ...",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Qué aumentó como consecuencia de la batalla de Inglaterra?,0.5,1.0,success,7.121319,,"Como consecuencia de la batalla de Inglaterra, aumentaron las pérdidas en la aviación alemana, así como los bombardeos de represalia en tierras alemanas.",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Qué acción tomó el embajador británico en Berlín esta mañana?,0.5,1.0,success,9.003365,,"Esta mañana, el embajador británico en Berlín entregó una nota al gobierno alemán, en la que advertía que, a menos que se comunicaran antes de las 11 en punto, estaban dispuestos a retirar sus tropas de Polonia, entra...",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Qué evento ocurrió en el norte de África relacionado con las fuerzas italianas?,0.5,1.0,success,8.697901,,"En el norte de África, las fuerzas italianas se sintieron en retirada, cruzando Lidia. A partir del 9 de febrero, los británicos llegaron a El Aghelia y rodearon por completo a las fuerzas italianas. En menos de dos m...",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Qué ciudades importantes fueron capturadas por los paracaidistas alemanes durante la II Guerra Mundial?,0.5,1.0,success,7.667923,,"Los paracaidistas alemanes capturaron las ciudades importantes de Rotterdam y Oslo durante la II Guerra Mundial. En Rotterdam, tomaron puntos clave y en Oslo aseguraron campos de aviación.",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Qué problemática enfrentaba Hitler con los planes británicos?,0.5,1.0,success,9.604051,,"Hitler enfrentaba la problemática de que, al conocer los planes británicos, se dio cuenta de que Alemania podría quedar aislada y su flota naval atrapada en el Báltico. Esto lo llevó a actuar rápidamente para evitar u...",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Qué ataque recibió la cabeza de playa de Salerno?,0.5,1.0,success,8.179988,,"La cabeza de playa de Salerno recibió ataques incesantes desde el aire, así como por artillería y tanques alemanes. Además, permaneció sitiada durante una semana, lo que permitió a los alemanes consolidar su control s...",0,,reference_mismatch_or_generation,The answer may be correct but does not match the reference wording.
wwii-rag-faiss-a188ed35,¿Qué partido se había convertido en el más grande de Alemania en la época de Hitler?,1.0,1.0,success,6.913473,,El partido que se había convertido en el más grande de Alemania en la época de Hitler era el Partido Nazi.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué grupo juvenil se menciona en el contexto de la Alemania de Hitler?,1.0,1.0,success,7.656947,,"El grupo juvenil mencionado en el contexto de la Alemania de Hitler son las ""juventudes hitlerianas"".",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué ocurrió el 10 de mayo con las tropas holandesas cerca de la frontera alemana?,1.0,1.0,success,9.057338,,"El 10 de mayo, poco después del amanecer, las tropas holandesas que vigilaban un puente cerca de la frontera alemana detectaron lo que parecía ser un batallón de soldados holandeses escoltando a un grupo de desertores...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cómo se sentía Hitler mientras se refugiaba en búnkeres durante la guerra?,1.0,1.0,success,10.035825,,"Hitler se sentía aislado y malhumorado mientras se refugiaba en búnkeres durante la guerra. Estaba hundido, aturdido y lleno de estupor, con sus pensamientos vagando sin control. También experimentaba depresión, no po...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Quién llegó al poder en Italia en 1922?,1.0,1.0,success,7.196706,,"En Italia, en 1922, llegó al poder Benito Mussolini, quien instauró el primer estado fascista del mundo.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Dónde se reúnen las fuerzas británicas durante la tensión previa al ataque alemán?,1.0,1.0,success,8.009235,,Las fuerzas británicas se reúnen en la frontera franco-belga a la espera de que Alemania ataque principalmente a través de Bélgica.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué hizo Goebbels después de envenenar a sus hijos?,1.0,1.0,success,7.970357,,"Después de envenenar a sus hijos, Goebbels se suicidó.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué ocurre con los ataques norteamericanos en la línea Gustav según el pasaje?,1.0,1.0,success,10.482144,,"Los ataques norteamericanos en la línea Gustav resultan ser fútiles, ya que se encuentran con una fuerte oposición de las tropas alemanas, específicamente la 352 División. A pesar de los intentos de la ofensiva aliada...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuál era el objetivo principal de los planes del Estado Mayor de Hitler respecto a la operación en los países nórdicos?,1.0,1.0,success,8.248837,,"El objetivo principal de los planes del Estado Mayor de Hitler respecto a la operación en los países nórdicos era otorgar a la operación un carácter de ocupación pacífica, diseñada para proteger con la fuerza de las a...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué desencadenó Adolf Hitler que estuvo cerca de terminar con la civilización occidental?,1.0,1.0,success,8.252439,,"Adolf Hitler desató una espantosa tiranía que estuvo peligrosamente cerca de terminar con la civilización occidental, utilizando una red de mentiras y engaños. Esto llevó a la muerte de aproximadamente 40 millones de ...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuántas divisiones rusas asignó Stalin para la defensa de Kiev?,1.0,1.0,success,7.882411,,Stalin asignó 68 de las mejores divisiones rusas para la defensa de Kiev.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuál es el recurso natural de Suecia que es esencial para la guerra alemana?,1.0,1.0,success,7.529702,,El recurso natural de Suecia que es esencial para la guerra alemana es el mineral de hierro. Alemania dependía de Suecia para abastecerle aproximadamente dos terceras partes de este mineral.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué declaración hizo Mussolini el 10 de junio de 1940?,1.0,1.0,success,8.206265,,"El 10 de junio de 1940, Mussolini declaró la guerra a Gran Bretaña y a Francia, asumiendo que la guerra ya había terminado y ansioso por beneficiarse de la situación.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué cargos se unificaron tras la muerte de Hindenburg?,1.0,1.0,success,7.56974,,"Tras la muerte de Hindenburg, se unificaron los cargos de presidente y canciller para crear el cargo de líder, conocido como ""Führer"" en alemán. Adolf Hitler se declaró a sí mismo Führer, convirtiéndose en dictador de...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuántos heridos tenían los alemanes en el frente según el pasaje?,1.0,1.0,success,7.814443,,Los alemanes tenían 400.000 heridos en el frente.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué países reciben apoyo del aluzo Bafe durante los ataques en Trondheim?,1.0,1.0,success,7.666602,,"Durante los ataques en Trondheim, el aluzo Bafe apoya a los británicos y a los franceses.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué tipo de vehículo militar se menciona que se enfrenta en la llanura durante la Segunda Guerra Mundial?,1.0,1.0,success,6.827746,,"Se mencionan ""tanques de la Segunda Guerra Mundial"" como el tipo de vehículo militar que se enfrenta en la llanura.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuántas divisiones panzer componían el grupo A del ejército alemán?,1.0,1.0,success,7.285882,,El grupo A del ejército alemán estaba formado por siete divisiones panzer.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Dónde se detuvo el grupo central para reagruparse antes del ataque final a Moscú?,1.0,1.0,success,7.97997,,El grupo central se detuvo en las afueras de Smolensk para reagruparse antes del ataque final a Moscú.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué río se menciona en relación con el futuro de los estados de Europa del Este?,1.0,1.0,success,8.292738,,El río mencionado en relación con el futuro de los estados de Europa del Este es el río Elba.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuál es la cantidad de hombres con la que cuentan los rusos para su ofensiva?,1.0,1.0,success,7.298336,,Los rusos cuentan con un millón de hombres para su ofensiva.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué planea Hitler en occidente durante la resistencia polaca?,1.0,1.0,success,8.800795,,"Hitler planea una última ofensiva en occidente durante la resistencia polaca, que consistirá en un ataque cruzando las Ardenas, encabezado por diez divisiones panzer.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué ejército estaba defendiendo Vitebsk durante los ataques?,1.0,1.0,success,6.894907,,El ejército que estaba defendiendo Vitebsk durante los ataques era el tercer ejército panfer.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuántos kilómetros avanzaron las tropas en tres días?,1.0,1.0,success,7.979841,,Las tropas avanzaron 120 kilómetros en tres días.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuántos oficiales rusos fueron asesinados debido a las purgas de Stalin?,1.0,1.0,success,7.772441,,"Durante las purgas de Stalin, aproximadamente 35,000 oficiales rusos fueron asesinados.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuántos cruceros y destructores le quedaron a Alemania después de las batallas navales en Noruega?,1.0,1.0,success,7.828126,,"Después de las batallas navales en Noruega, a Alemania le quedaron solo dos cruceros y cuatro destructores preparados para entrar en combate.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué relación numérica existía entre el Ejército Rojo y los finlandeses en el sector mencionado?,1.0,1.0,success,8.420897,,"La relación numérica entre el Ejército Rojo y los finlandeses en el sector mencionado era de 14 a 1, lo que indica que el Ejército Rojo superaba a los finlandeses en gran medida.",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuál fue la condición de las ciudades de Rotterdam y la Haya antes de su captura?,1.0,1.0,success,9.031744,,"Antes de su captura, las ciudades de Rotterdam y La Haya estaban en condiciones devastadoras debido a los bombardeos aéreos. Rotterdam fue atacada sin piedad por una fuerza de bombardeo alemana, lo que resultó en la m...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Quiénes lideraron las fuerzas libres francesas que se dirigieron a la capital?,1.0,1.0,success,7.508881,,Las fuerzas libres francesas que se dirigieron a la capital fueron lideradas por el comandante general Charles de Gaulle.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué acciones tomaron los británicos en Abyssinia durante el mismo mes que la retirada italiana?,1.0,1.0,success,7.916013,,"Durante el mismo mes que la retirada italiana, los británicos lanzaron ataques contra las fuerzas italianas en Abyssinia. Estos ataques contribuyeron a que la retirada italiana se convirtiera rápidamente en una desban...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuál es el propósito de la estrategia Blitzkrieg?,1.0,1.0,success,10.08875,,"El propósito de la estrategia Blitzkrieg, o guerra relámpago, era causar estragos entre los enemigos de Alemania a través de una guerra móvil. Esta estrategia combinaba unidades acorazadas y motorizadas con potencia a...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué es el concepto de Blitzkrieg en la guerra?,1.0,1.0,success,8.246867,,"El concepto de Blitzkrieg, o guerra relámpago, se refiere a una estrategia de guerra móvil desarrollada en Alemania. Esta táctica combina unidades acorazadas y motorizadas con potencia aérea táctica para romper las de...",0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Cuándo acordaron los finlandeses un armisticio?,1.0,1.0,success,6.853641,,Los finlandeses acordaron un armisticio el 13 de marzo de 1940.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué inician las divisiones acorazadas norteamericanas el día 27?,1.0,1.0,success,9.223284,,Las divisiones acorazadas norteamericanas inician las últimas líneas de defensa y se dirigen hacia el sur y el este el día 27.,0,,ok,No obvious issue detected with the current heuristic.
wwii-rag-faiss-a188ed35,¿Qué ocurrió el 17 de septiembre durante la invasión de Polonia?,1.0,1.0,success,7.316175,,"El 17 de septiembre de 1939, el Ejército Rojo soviético invadió Polonia por el este. Esto ocurrió después de que las fuerzas alemanas ya habían rodeado completamente Varsovia.",0,,ok,No obvious issue detected with the current heuristic.
